iter	Passed	Remaining
1666	69845	13952
1667	69881	13909
1668	69919	13866
1669	69954	13823
1670	69988	13779
1671	70023	13736
1672	70059	13693
1673	70098	13651
1674	70134	13608
1675	70170	13565
1676	70204	13521
1677	70240	13478
1678	70276	13435
1679	70310	13392
1680	70347	13349
1681	70382	13306
1682	70419	13263
1683	70456	13221
1684	70490	13177
1685	70525	13134
1686	70560	13091
1687	70597	13048
1688	70633	13005
1689	70669	12962
1690	70706	12920
1691	70742	12877
1692	70777	12834
1693	70814	12791
1694	70850	12748
1695	70886	12706
1696	70924	12663
1697	70962	12621
1698	71009	12580
1699	71052	12538
1700	71093	12496
1701	71141	12456
1702	71189	12415
1703	71232	12373
1704	71277	12332
1705	71317	12290
1706	71358	12248
1707	71397	12206
1708	71437	12164
1709	71480	12122
1710	71522	12080
1711	71568	12039
1712	71607	11997
1713	71646	11954
1714	71684	11912
1715	71724	11870
1716	71774	11829
1717	71815	11788
1718	71855	11746
1719	71891	11703
1720	71928	11660
1721	71963	11617
1722	71998	11574
1723	72034	11532
1724	72069	11489
1725	72105	11446
1726	72143	11404
1727	72180	11361
1728	72218	11319
1729	72254	11276
1730	72290	11233
1731	72326	11191
1732	72360	11148
1733	72397	11105
1734	72434	11063
1735	72470	11020
1736	72505	10978
1737	72540	10935
1738	72576	10892
1739	72611	10849
1740	72645	10807
1741	72681	10764
1742	72716	10721
1743	72753	10679
1744	72790	10636
1745	72825	10594
1746	72861	10551
1747	72897	10509
1748	72936	10467
1749	72975	10425
1750	73015	10383
1751	73055	10341
1752	73098	10299
1753	73134	10257
1754	73177	10215
1755	73218	10173
1756	73263	10132
1757	73301	10090
1758	73344	10048
1759	73386	10007
1760	73426	9965
1761	73466	9923
1762	73509	9881
1763	73551	9840
1764	73597	9799
1765	73638	9757
1766	73678	9715
1767	73720	9673
1768	73757	9631
1769	73793	9588
1770	73830	9546
1771	73866	9504
1772	73903	9461
1773	73939	9419
1774	73978	9377
1775	74014	9335
1776	74050	9292
1777	74085	9250
1778	74122	9208
1779	74159	9165
1780	74198	9123
1781	74234	9081
1782	74270	9039
1783	74305	8996
1784	74340	8954
1785	74380	8912
1786	74416	8870
1787	74454	8827
1788	74492	8785
1789	74526	8743
1790	74561	8700
1791	74596	8658
1792	74630	8616
1793	74667	8573
1794	74706	8531
1795	74742	8489
1796	74778	8447
1797	74815	8405
1798	74851	8363
1799	74887	8320
1800	74927	8279
1801	74968	8237
1802	75010	8195
1803	75051	8154
1804	75089	8112
1805	75128	8070
1806	75167	8028
1807	75207	7986
1808	75250	7945
1809	75294	7903
1810	75338	7862
1811	75376	7820
1812	75435	7780
1813	75481	7739
1814	75523	7697
1815	75567	7656
1816	75606	7614
1817	75648	7573
1818	75691	7531
1819	75736	7490
1820	75776	7448
1821	75820	7407
1822	75860	7365
1823	75897	7323
1824	75933	7281
1825	75969	7239
1826	76003	7196
1827	76040	7154
1828	76076	7112
1829	76111	7070
1830	76147	7028
1831	76179	6985
1832	76216	6943
1833	76252	6901
1834	76284	6859
1835	76318	6817
1836	76352	6774
1837	76385	6732
1838	76420	6690
1839	76454	6648
1840	76490	6606
1841	76524	6563
1842	76559	6521
1843	76591	6479
1844	76624	6437
1845	76658	6395
1846	76691	6352
1847	76725	6310
1848	76758	6268
1849	76790	6226
1850	76826	6184
1851	76863	6142
1852	76898	6100
1853	76941	6059
1854	76979	6017
1855	77022	5975
1856	77062	5934
1857	77100	5892
1858	77144	5851
1859	77182	5809
1860	77221	5767
1861	77259	5725
1862	77302	5684
1863	77342	5642
1864	77379	5601
1865	77417	5559
1866	77459	5517
1867	77497	5476
1868	77536	5434
1869	77580	5393
1870	77619	5351
1871	77658	5309
1872	77695	5268
1873	77732	5226
1874	77768	5184
1875	77804	5142
1876	77839	5100
1877	77874	5058
1878	77911	5017
1879	77948	4975
1880	77984	4933
1881	78022	4891
1882	78057	4850
1883	78090	4808
1884	78126	4766
1885	78160	4724
1886	78194	4682
1887	78231	4640
1888	78264	4598
1889	78297	4557
1890	78332	4515
1891	78366	4473
1892	78399	4431
1893	78434	4389
1894	78466	4347
1895	78500	4305
1896	78534	4264
1897	78569	4222
1898	78605	4180
1899	78638	4138
1900	78672	4097
1901	78708	4055
1902	78744	4013
1903	78777	3971
1904	78811	3930
1905	78848	3888
1906	78882	3846
1907	78921	3805
1908	78959	3763
1909	79001	3722
1910	79041	3681
1911	79080	3639
1912	79117	3598
1913	79163	3556
1914	79206	3515
1915	79246	3474
1916	79289	3432
1917	79334	3391
1918	79374	3350
1919	79417	3309
1920	79457	3267
1921	79499	3226
1922	79540	3184
1923	79580	3143
1924	79618	3102
1925	79656	3060
1926	79697	3019
1927	79736	2977
1928	79769	2936
1929	79803	2894
1930	79839	2852
1931	79874	2811
1932	79911	2769
1933	79946	2728
1934	79983	2686
1935	80019	2645
1936	80054	2603
1937	80089	2562
1938	80123	2520
1939	80157	2479
1940	80192	2437
1941	80231	2396
1942	80266	2354
1943	80302	2313
1944	80342	2271
1945	80377	2230
1946	80412	2188
1947	80447	2147
1948	80482	2105
1949	80516	2064
1950	80559	2023
1951	80593	1981
1952	80626	1940
1953	80659	1898
1954	80693	1857
1955	80727	1815
1956	80760	1774
1957	80799	1733
1958	80833	1691
1959	80868	1650
1960	80909	1609
1961	80946	1567
1962	80988	1526
1963	81030	1485
1964	81073	1444
1965	81116	1402
1966	81157	1361
1967	81194	1320
1968	81234	1278
1969	81272	1237
1970	81312	1196
1971	81357	1155
1972	81397	1113
1973	81438	1072
1974	81477	1031
1975	81524	990
1976	81562	948
1977	81604	907
1978	81640	866
1979	81674	824
1980	81712	783
1981	81748	742
1982	81785	701
1983	81820	659
1984	81857	618
1985	81892	577
1986	81926	536
1987	81963	494
1988	81997	453
1989	82032	412
1990	82067	370
1991	82101	329
1992	82137	288
1993	82173	247
1994	82209	206
1995	82242	164
1996	82276	123
1997	82312	82
1998	82350	41
1999	82384	0
