iter	TotalF1	MultiClass
1722	0.7691735862	0.5664451262
1723	0.7693124532	0.5663857359
1724	0.7693124532	0.5663363854
1725	0.7693023469	0.5662526293
1726	0.7690805276	0.5661720542
1727	0.7691664126	0.5661112571
1728	0.7696387518	0.5660492211
1729	0.7698706112	0.5659829574
1730	0.7692517007	0.5659161469
1731	0.7694735304	0.5658170549
1732	0.7695134313	0.5657626218
1733	0.7696523382	0.5656780448
1734	0.7701384226	0.5656177399
1735	0.7701384226	0.5655555844
1736	0.7705287914	0.5654774621
1737	0.770307089	0.5654340154
1738	0.7700924175	0.565371621
1739	0.7700959579	0.5653070179
1740	0.7700959579	0.5652647673
1741	0.7700959579	0.5651785465
1742	0.7703106421	0.5651168879
1743	0.7703965073	0.565075751
1744	0.7705354617	0.5649939928
1745	0.7705354617	0.5649472469
1746	0.7708360205	0.5648851523
1747	0.7708360205	0.5648535606
1748	0.7706970313	0.5647770717
1749	0.7706970313	0.5647168166
1750	0.7704823646	0.5646642188
1751	0.7706970313	0.5646038803
1752	0.7704937202	0.564553563
1753	0.7704823646	0.5644844313
1754	0.7704823646	0.5644286964
1755	0.770707195	0.564356184
1756	0.770933201	0.5643098536
1757	0.770794222	0.5642687163
1758	0.7707828883	0.564217996
1759	0.770568214	0.5641428197
1760	0.7712224238	0.5640413474
1761	0.7715761067	0.5639613555
1762	0.771361447	0.5638950686
1763	0.771361447	0.5638421005
1764	0.771361447	0.5637803832
1765	0.7711467549	0.5637175257
1766	0.7712326227	0.563626816
1767	0.771361447	0.5635371115
1768	0.7714473223	0.5634788593
1769	0.7717478645	0.5634235312
1770	0.771848505	0.5633444854
1771	0.7715331898	0.5632833669
1772	0.7711825746	0.5631743342
1773	0.7711079675	0.5630833142
1774	0.7710221303	0.5630045571
1775	0.7713262934	0.5629292056
1776	0.7713262934	0.5628387779
1777	0.7711079675	0.5627737242
1778	0.7714121227	0.562684606
1779	0.7714121227	0.5626558346
1780	0.7714085804	0.5625698732
1781	0.7714085804	0.5625036691
1782	0.7710613012	0.5624359989
1783	0.7713654319	0.5623728674
1784	0.7711506007	0.5622902082
1785	0.7711506007	0.5621888742
1786	0.7715760153	0.5620923255
1787	0.7715690389	0.5620220217
1788	0.7719480911	0.5619450227
1789	0.7715760153	0.5618919684
1790	0.7715760153	0.56184128
1791	0.7721627469	0.5617790628
1792	0.7722373819	0.5616997149
1793	0.7725877486	0.5616400952
1794	0.7723122073	0.5615093819
1795	0.7723122073	0.5614455299
1796	0.7724374106	0.561365404
1797	0.7723557543	0.5612681325
1798	0.7723557543	0.5612095159
1799	0.7726561779	0.5611528149
1800	0.7726561779	0.5610541084
1801	0.772520558	0.5609990672
1802	0.7726561779	0.560958475
1803	0.7727953311	0.5608792783
1804	0.7727988584	0.5607965742
1805	0.7727129723	0.5607202893
1806	0.7729491664	0.5606261835
1807	0.7735242375	0.5605287759
1808	0.7733851116	0.5604437227
1809	0.7731811076	0.5603485872
1810	0.7729595327	0.5602819449
1811	0.7729595327	0.5602214538
1812	0.7731811076	0.5601680392
1813	0.7731741544	0.5601104564
1814	0.7735347516	0.5600480578
1815	0.7737492806	0.5600159438
1816	0.7735347516	0.5599423745
1817	0.7736206675	0.5599121192
1818	0.7736137656	0.5598156786
1819	0.7736996672	0.5597249593
1820	0.7736137656	0.5596627407
1821	0.7736137656	0.5596164615
1822	0.7736996672	0.5595117961
1823	0.7736996672	0.5594644414
1824	0.7739890039	0.559382173
1825	0.7740749158	0.5593035852
1826	0.7740749158	0.5592382996
1827	0.7740749158	0.5591487087
1828	0.7740749158	0.5590918894
1829	0.7742140032	0.5590181939
1830	0.7741280779	0.5589314071
1831	0.7741280779	0.5588643815
1832	0.7741280779	0.5588278075
1833	0.7744355389	0.5587657131
1834	0.7745214704	0.5587137507
1835	0.774510381	0.5586387148
1836	0.774510381	0.5585664979
1837	0.7744279725	0.5584658204
1838	0.7745635513	0.5583929051
1839	0.7745635513	0.5583030723
1840	0.7742029355	0.5582618572
1841	0.7742888617	0.5582097397
1842	0.7742888617	0.5581429615
1843	0.7742888617	0.5580843617
1844	0.7742888617	0.5580558551
1845	0.7742888617	0.5579661538
1846	0.7742888617	0.5578908261
1847	0.774682238	0.5578439936
1848	0.7747681548	0.5577747133
1849	0.7747681548	0.5576940508
1850	0.7747785521	0.5576366534
1851	0.7746926364	0.5575781774
1852	0.774842874	0.5575000454
1853	0.7750644961	0.5573893329
1854	0.7749715145	0.5573038158
1855	0.774842874	0.5572146727
1856	0.7750644961	0.5571474188
1857	0.7750644961	0.5570786492
1858	0.775278449	0.5570046519
1859	0.775278449	0.5569555327
1860	0.7754537318	0.5568542395
1861	0.7754467381	0.5567871554
1862	0.7754433247	0.5567167976
1863	0.7754433247	0.5566472445
1864	0.7754433247	0.5566062262
1865	0.7753041443	0.5565593241
1866	0.7753041443	0.5564811351
1867	0.7754433247	0.5564120136
1868	0.7753041443	0.5563790549
1869	0.7756116229	0.5563271823
1870	0.7756116229	0.5562461527
1871	0.7752647326	0.556146126
1872	0.7749038807	0.5560780456
1873	0.7750430574	0.5560367325
1874	0.7754793715	0.555973846
1875	0.7753934736	0.5559326786
1876	0.7749468317	0.5558711728
1877	0.7750860025	0.5558208816
1878	0.7753969624	0.5557747559
1879	0.7753110649	0.5557082949
1880	0.7752251596	0.5556537818
1881	0.7753110649	0.5556175615
1882	0.7754898049	0.5555369945
1883	0.7755756935	0.5554719791
1884	0.7758506743	0.5554255754
1885	0.7759365902	0.5553605526
1886	0.7758506743	0.5553261135
1887	0.7758583496	0.5552583165
1888	0.775861723	0.5551685216
1889	0.7757114854	0.5550981433
1890	0.7757973878	0.5550413918
1891	0.775861723	0.5549887355
1892	0.77594763	0.5549351361
1893	0.7760867951	0.5548983168
1894	0.7760900954	0.5548469031
1895	0.7760900954	0.5547955162
1896	0.7760900954	0.5547222014
1897	0.7758682961	0.5546357689
1898	0.7760467924	0.5545524058
1899	0.776100043	0.554513808
1900	0.776100043	0.5544641831
1901	0.776100043	0.5543648066
1902	0.7762854634	0.5542473382
1903	0.7761572907	0.5542102411
1904	0.7763290577	0.5541613036
1905	0.7763359822	0.554099546
1906	0.7763359822	0.5540174194
1907	0.7764218607	0.5539754058
1908	0.7761999563	0.5538989705
1909	0.7761999563	0.5538333748
1910	0.7762749224	0.5537615297
1911	0.7762749224	0.5537144776
1912	0.7760530126	0.5536733429
1913	0.776138857	0.553622581
1914	0.7768508754	0.5535407932
1915	0.7768508754	0.5534712536
1916	0.7768508754	0.5534073916
1917	0.7767616313	0.5533346798
1918	0.7767547812	0.5532883754
1919	0.7766614621	0.5532215477
1920	0.7766614621	0.5531451669
1921	0.7766614621	0.5530971511
1922	0.7766614621	0.553057966
1923	0.7769623938	0.5530048908
1924	0.7773234274	0.5529378099
1925	0.7773166632	0.552892751
1926	0.7774626267	0.5528301719
1927	0.777376728	0.5527378707
1928	0.7775985393	0.5526823333
1929	0.7775985393	0.5526170429
1930	0.7776018128	0.5525519015
1931	0.7778236508	0.5524983288
1932	0.7774694931	0.5524336231
1933	0.7776844517	0.5523696743
1934	0.7778562539	0.5523194595
1935	0.7776376904	0.5522755837
1936	0.7776376904	0.5522132609
1937	0.7776484295	0.5521701357
1938	0.7776484295	0.5521001725
1939	0.7776484295	0.5520281976
1940	0.7776484295	0.5519735499
1941	0.7778634527	0.5519004536
1942	0.7779526432	0.5517999397
1943	0.7779526432	0.5517505943
1944	0.7778667843	0.5516583642
1945	0.7780059738	0.551556254
1946	0.7780592563	0.5514662576
1947	0.7781451499	0.5513948057
1948	0.7780592563	0.5513287604
1949	0.7781451499	0.5512427446
1950	0.7782277727	0.551145976
1951	0.7784202168	0.5510351061
1952	0.7784095095	0.5509813617
1953	0.7784095095	0.550868966
1954	0.7782703232	0.5508153349
1955	0.7782810545	0.5507448726
1956	0.7782810545	0.5506838291
1957	0.7782277727	0.5506342459
1958	0.7782277727	0.5505899354
1959	0.7782277727	0.5505299523
1960	0.778588752	0.5504609024
1961	0.778588752	0.550441471
1962	0.7785779992	0.5504016836
1963	0.7784387732	0.5503408227
1964	0.7785246821	0.5502656597
1965	0.7786138771	0.5501986483
1966	0.7786138771	0.5501478658
1967	0.7783029218	0.550103643
1968	0.7788097608	0.5499942659
1969	0.7784921602	0.549947582
1970	0.7784921602	0.5498374883
1971	0.7785780904	0.5497728312
1972	0.7785780904	0.5497245093
1973	0.7785780904	0.5496779179
1974	0.7785780904	0.5496299691
1975	0.7785780904	0.5495497056
1976	0.7786672771	0.5494908553
1977	0.7786672771	0.5494271593
1978	0.7786672771	0.5493545299
1979	0.7786672771	0.5492755113
1980	0.7786672771	0.5492313423
1981	0.7787205626	0.5491399706
1982	0.7788064912	0.549087059
1983	0.7790783185	0.5490360977
1984	0.779167518	0.5489647671
1985	0.7792534664	0.548897247
1986	0.7792534664	0.5488548362
1987	0.7792534664	0.5488021041
1988	0.779392681	0.5487510362
1989	0.7796145114	0.5486764157
1990	0.7798294283	0.5485729287
1991	0.7798294283	0.5485014023
1992	0.7798294283	0.5484395472
1993	0.7797469023	0.5483676121
1994	0.77960768	0.5482890662
1995	0.77960768	0.548236823
1996	0.779693642	0.5481781124
1997	0.7795577989	0.5481053603
1998	0.7795678007	0.5480092086
1999	0.7797896512	0.547946838
